generation_project,timestamp,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,tp_weight_in_year_hrs,period,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,ChargeStorage_MW,Store_GWh_typical_yr,Discharge_GWh_typical_yr,is_storage
AMOYA,2023_Q3_labor_11h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,75.1426980328449,5.877232453283227,8169.353110063685,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_12h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_13h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_14h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_15h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_16h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_17h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_18h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_19h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_20h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_21h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
