TRANS_TIMEPOINTS_1,TRANS_TIMEPOINTS_2,TRANS_TIMEPOINTS_3,DispatchTx
Antioquia,Caribe,2353,485.21908
Antioquia,Caribe,2354,320.78962
Antioquia,Caribe,2355,239.26669
Antioquia,Caribe,2356,162.67907
Antioquia,Caribe,2357,124.45201
Antioquia,Caribe,2358,0.0
Antioquia,Caribe,2359,116.62779
Antioquia,Caribe,2360,0.0
Antioquia,Caribe,2361,0.0
Antioquia,Caribe,2362,0.0
Antioquia,Caribe,2363,0.0
Antioquia,Caribe,2364,0.0
Antioquia,Caribe,2365,62.811253
Antioquia,Caribe,2366,0.0
Antioquia,Caribe,2367,391.33188
Antioquia,Caribe,2368,103.3327
Antioquia,Caribe,2369,664.85836
Antioquia,Caribe,2370,727.49793
Antioquia,Caribe,2371,192.1108
Antioquia,Caribe,2372,915.97275
Antioquia,Caribe,2373,1028.3124
Antioquia,Caribe,2374,878.00556
Antioquia,Caribe,2375,855.26938
Antioquia,Caribe,2376,144.79687
Antioquia,Caribe,2377,363.44599
Antioquia,Caribe,2378,425.02587
Antioquia,Caribe,2379,275.10108
Antioquia,Caribe,2380,188.33095
Antioquia,Caribe,2381,159.09947
Antioquia,Caribe,2382,164.10176
Antioquia,Caribe,2383,239.03491
Antioquia,Caribe,2384,0.0
Antioquia,Caribe,2385,1.3309635
Antioquia,Caribe,2386,0.0
Antioquia,Caribe,2387,0.0
Antioquia,Caribe,2388,0.0
Antioquia,Caribe,2389,109.61281
Antioquia,Caribe,2390,217.19933
Antioquia,Caribe,2391,343.34152
Antioquia,Caribe,2392,443.02835
Antioquia,Caribe,2393,624.47371
Antioquia,Caribe,2394,733.4474
Antioquia,Caribe,2395,621.74207
Antioquia,Caribe,2396,862.3514
Antioquia,Caribe,2397,927.52756
Antioquia,Caribe,2398,884.81506
Antioquia,Caribe,2399,781.78036
Antioquia,Caribe,2400,625.28394
Antioquia,Caribe,2401,236.5281
Antioquia,Caribe,2402,0.0
Antioquia,Caribe,2403,0.0
Antioquia,Caribe,2404,0.0
Antioquia,Caribe,2405,0.0
Antioquia,Caribe,2406,0.0
Antioquia,Caribe,2407,0.0
Antioquia,Caribe,2408,0.0
Antioquia,Caribe,2409,0.0
Antioquia,Caribe,2410,0.0
Antioquia,Caribe,2411,0.0
Antioquia,Caribe,2412,0.0
Antioquia,Caribe,2413,82.005296
Antioquia,Caribe,2414,60.350454
Antioquia,Caribe,2415,752.396
Antioquia,Caribe,2416,228.13037
Antioquia,Caribe,2417,547.23137
Antioquia,Caribe,2418,1055.0
Antioquia,Caribe,2419,123.07393
Antioquia,Caribe,2420,759.15458
Antioquia,Caribe,2421,704.8287
Antioquia,Caribe,2422,820.2271
Antioquia,Caribe,2423,677.58582
Antioquia,Caribe,2424,790.39478
Antioquia,Caribe,2425,521.81125
Antioquia,Caribe,2426,207.85446
Antioquia,Caribe,2427,0.0
Antioquia,Caribe,2428,0.3756288
Antioquia,Caribe,2429,339.1402
Antioquia,Caribe,2430,0.0
Antioquia,Caribe,2431,285.46011
Antioquia,Caribe,2432,0.0
Antioquia,Caribe,2433,109.57011
Antioquia,Caribe,2434,0.0
Antioquia,Caribe,2435,0.0
Antioquia,Caribe,2436,0.0
Antioquia,Caribe,2437,0.0
Antioquia,Caribe,2438,28.879944
Antioquia,Caribe,2439,34.68911
Antioquia,Caribe,2440,102.38411
Antioquia,Caribe,2441,447.23748
Antioquia,Caribe,2442,500.94628
Antioquia,Caribe,2443,456.17018
Antioquia,Caribe,2444,440.63437
Antioquia,Caribe,2445,656.84711
Antioquia,Caribe,2446,827.93457
Antioquia,Caribe,2447,406.4053
Antioquia,Caribe,2448,344.42301
Antioquia,Caribe,2449,1055.0
Antioquia,Caribe,2450,412.05787
Antioquia,Caribe,2451,855.40303
Antioquia,Caribe,2452,277.73427
Antioquia,Caribe,2453,248.17778
Antioquia,Caribe,2454,334.89824
Antioquia,Caribe,2455,640.88287
Antioquia,Caribe,2456,445.20474
Antioquia,Caribe,2457,452.53216
Antioquia,Caribe,2458,210.37806
Antioquia,Caribe,2459,1028.258
Antioquia,Caribe,2460,1055.0
Antioquia,Caribe,2461,832.68008
Antioquia,Caribe,2462,1055.0
Antioquia,Caribe,2463,1055.0
Antioquia,Caribe,2464,1055.0
Antioquia,Caribe,2465,1055.0
Antioquia,Caribe,2466,1055.0
Antioquia,Caribe,2467,976.82204
Antioquia,Caribe,2468,1055.0
Antioquia,Caribe,2469,1055.0
Antioquia,Caribe,2470,1055.0
Antioquia,Caribe,2471,1055.0
Antioquia,Caribe,2472,1055.0
