generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2025,1.2192607215652035e-06,0.011339124710556394,0.0011941073728793134,66.0,7573500.247740526,9452520.0,13964216149.949297,2.1088638466258534e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2030,1.3520805046280238e-06,0.012574348693040622,0.0013241870838175478,66.0,7573500.247740526,9452520.0,12592460435.62988,2.338592266203168e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2035,1.481662655105569e-06,0.01377946269248179,0.0014510959545307412,66.0,7573500.247740526,9452520.0,11491158397.527996,2.5627207954641773e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2040,1.8797654191735355e-06,0.017481818398313885,0.0018409858585759858,66.0,7573500.247740526,9452520.0,9057523929.080505,3.251289295650919e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2045,2.0679521646241558e-06,0.01923195513100465,0.0020252903114679594,66.0,7573500.247740526,9452520.0,8233275681.242322,3.576781798505873e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2050,1.1468156427169956e-06,0.010665385477268058,0.0011231568360077439,66.0,7573500.247740526,9452520.0,14846344629.611486,1.983561025869993e-09,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2023,134.49137617179917,186943.01287880083,0.0,19.4,5382918.176083308,849331.9999999999,47.729403711076884,0.7913864341889043,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2025,134.49137629329277,186943.0130476769,0.0,19.4,5382918.176083308,849331.9999999999,47.729403669215905,0.791386434903808,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2030,134.49136826490547,186943.0018882186,0.0,19.4,5382918.176083308,849331.9999999999,47.729406435420785,0.7913863876624385,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2035,134.4913761776969,186943.0128869987,0.0,19.4,5382918.176083308,849331.9999999999,47.7294037090448,0.7913864342236084,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2040,134.4913685520842,186943.00228739702,0.0,19.4,5382918.176083308,849331.9999999999,47.72940633647249,0.7913863893522818,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2045,134.4913568432686,186942.98601214332,0.0,19.4,5382918.176083308,849331.9999999999,47.72941037078055,0.7913863204542,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2050,134.49137603591657,186943.01268992398,0.0,19.4,5382918.176083308,849331.9999999999,47.72940375789564,0.7913864333893315,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2023,4361.921758075147,6063071.243724454,0.0,1000.0,115290003.77130853,43780000.0,37.85787186790434,0.49793627375287064,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2025,4361.921758179901,6063071.243870062,0.0,1000.0,115290003.77130853,43780000.0,37.85787186702855,0.4979362737648288,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2030,4361.921754164448,6063071.238288583,0.0,1000.0,115290003.77130853,43780000.0,37.857871900599775,0.49793627330644374,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2035,4361.921757991549,6063071.243608253,0.0,1000.0,115290003.77130853,43780000.0,37.85787186860327,0.4979362737433275,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2040,4361.9217499620845,6063071.232447296,0.0,1000.0,115290003.77130853,43780000.0,37.857871935733655,0.4979362728267219,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2045,4361.921729159184,6063071.203531264,0.0,1000.0,115290003.77130853,43780000.0,37.85787210965643,0.4979362704519615,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2050,4361.921711689327,6063071.1792481635,0.0,1000.0,115290003.77130853,43780000.0,37.85787225571327,0.4979362684576856,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2023,188.37159963111506,261836.5234872499,0.0,56.0,6511680.213006804,2451680.0,48.973394899016625,0.3839929868540342,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2025,188.37159975120085,261836.52365416917,0.0,56.0,6511680.213006804,2451680.0,48.9733948686825,0.3839929870988275,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2030,188.37159369097878,261836.51523046044,0.0,56.0,6511680.213006804,2451680.0,48.97339639951809,0.38399297474514577,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2035,188.37159950568105,261836.52331289666,0.0,56.0,6511680.213006804,2451680.0,48.97339493070175,0.38399298659833864,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2040,188.3715668511851,261836.4779231472,0.0,56.0,6511680.213006804,2451680.0,48.973403179355216,0.3839929200325853,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2045,188.3715226610903,261836.41649891553,0.0,56.0,6511680.213006804,2451680.0,48.973414341950644,0.383992829951668,,
CUCUANA,CUCUANA,RunOfRiver,Surocciden,Water,2050,188.3715117471437,261836.40132852976,0.0,56.0,6511680.213006804,2451680.0,48.97341709885819,0.3839928077037338,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2023,455.8891028631656,633685.8529798001,0.0,78.0,8859240.289799007,3414840.0,28.313390387515035,0.6672068593595093,,
