GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
BARRANQUILL3,1383,GASIMPOR,6.8515267916549266e-06
BARRANQUILL3,1384,GASIMPOR,6.854781540438085e-06
BARRANQUILL3,1385,GASIMPOR,7.086626875544772e-06
BARRANQUILL3,1386,GASIMPOR,7.087883214268504e-06
BARRANQUILL3,1387,GASIMPOR,7.086886289379782e-06
BARRANQUILL3,1388,GASIMPOR,7.089637842546317e-06
BARRANQUILL3,1389,GASIMPOR,7.090726192752715e-06
BARRANQUILL3,1390,GASIMPOR,7.089363937755472e-06
BARRANQUILL3,1391,GASIMPOR,7.087499432362091e-06
BARRANQUILL3,1392,GASIMPOR,7.083314797741177e-06
BARRANQUILL3,1393,GASIMPOR,1.0866133872206121e-06
