HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_up
H_LasPalmas,2023_Q3_labor,1.0723433540585203e-17
H_LasPalmas,2023_Q3_holidays,1.0723433573268887e-17
H_LasPalmas,2023_Q4_labor,1.0723433539465857e-17
H_LasPalmas,2023_Q4_holidays,1.0723433556869874e-17
H_LasPalmas,2024_Q1_labor,1.0723433721345459e-17
H_LasPalmas,2024_Q1_holidays,1.072343478514294e-17
H_LasPalmas,2024_Q2_labor,1.0723433452744664e-17
H_LasPalmas,2024_Q2_holidays,1.0723433452664424e-17
H_LasPalmas,2024_Q3_labor,1.0723433539718611e-17
H_LasPalmas,2024_Q3_holidays,1.0723433589481342e-17
H_LasPalmas,2024_Q4_labor,1.0723433538609297e-17
H_LasPalmas,2024_Q4_holidays,1.0723433576402252e-17
H_Libertad,2023_Q1_labor,1.0723439812105541e-17
H_Libertad,2023_Q1_holidays,1.0723440307628562e-17
H_Libertad,2023_Q2_labor,1.0723441278363899e-17
H_Libertad,2023_Q2_holidays,1.0723441546904514e-17
H_Libertad,2023_Q3_labor,1.072344199996462e-17
H_Libertad,2023_Q3_holidays,1.0723442020142929e-17
H_Libertad,2023_Q4_labor,1.0723441529125375e-17
H_Libertad,2023_Q4_holidays,1.0723441344788428e-17
H_Libertad,2024_Q1_labor,1.0723439822548753e-17
H_Libertad,2024_Q1_holidays,1.0723440439625073e-17
H_Libertad,2024_Q2_labor,1.0723441274644783e-17
H_Libertad,2024_Q2_holidays,1.0723441707267807e-17
H_Libertad,2024_Q3_labor,1.0723441994221456e-17
H_Libertad,2024_Q3_holidays,1.0723442217859866e-17
H_Libertad,2024_Q4_labor,1.0723441522082325e-17
H_Libertad,2024_Q4_holidays,1.072344158519295e-17
H_LuzMaI,2023_Q1_labor,1.0723433145819324e-17
H_LuzMaI,2023_Q1_holidays,1.0723433228749186e-17
H_LuzMaI,2023_Q2_labor,1.072343311084078e-17
H_LuzMaI,2023_Q2_holidays,1.0723433163742894e-17
H_LuzMaI,2023_Q3_labor,1.0723433086311468e-17
H_LuzMaI,2023_Q3_holidays,1.072343308576383e-17
H_LuzMaI,2023_Q4_labor,1.0723433076369754e-17
H_LuzMaI,2023_Q4_holidays,1.0723433077180176e-17
H_LuzMaI,2024_Q1_labor,1.0723433146019924e-17
H_LuzMaI,2024_Q1_holidays,1.0723433236183405e-17
H_LuzMaI,2024_Q2_labor,1.0723433110650212e-17
H_LuzMaI,2024_Q2_holidays,1.072343316987121e-17
H_LuzMaI,2024_Q3_labor,1.0723433086159011e-17
H_LuzMaI,2024_Q3_holidays,1.072343308836962e-17
H_LuzMaI,2024_Q4_labor,1.0723433076403855e-17
H_LuzMaI,2024_Q4_holidays,1.0723433073565372e-17
H_LuzMaII,2023_Q1_labor,1.0723433154421034e-17
H_LuzMaII,2023_Q1_holidays,1.0723433225425252e-17
H_LuzMaII,2023_Q2_labor,1.0723433116664185e-17
H_LuzMaII,2023_Q2_holidays,1.0723433110878895e-17
H_LuzMaII,2023_Q3_labor,1.072343308763743e-17
H_LuzMaII,2023_Q3_holidays,1.0723433085292421e-17
H_LuzMaII,2023_Q4_labor,1.0723433078102934e-17
H_LuzMaII,2023_Q4_holidays,1.072343307860042e-17
H_LuzMaII,2024_Q1_labor,1.0723433154647711e-17
H_LuzMaII,2024_Q1_holidays,1.0723433232821357e-17
H_LuzMaII,2024_Q2_labor,1.0723433116453556e-17
H_LuzMaII,2024_Q2_holidays,1.0723433114614059e-17
H_LuzMaII,2024_Q3_labor,1.0723433087472939e-17
H_LuzMaII,2024_Q3_holidays,1.0723433087749766e-17
H_LuzMaII,2024_Q4_labor,1.0723433078078861e-17
H_LuzMaII,2024_Q4_holidays,1.0723433077916376e-17
H_Magallo,2023_Q1_labor,1.0723434134189367e-17
H_Magallo,2023_Q1_holidays,1.072343416046791e-17
H_Magallo,2023_Q2_labor,1.0723433583700064e-17
H_Magallo,2023_Q2_holidays,1.0723434000439616e-17
H_Magallo,2023_Q3_labor,1.0723433212877749e-17
H_Magallo,2023_Q3_holidays,1.0723433254445988e-17
H_Magallo,2023_Q4_labor,1.0723433518132094e-17
H_Magallo,2023_Q4_holidays,1.0723433550869941e-17
H_Magallo,2024_Q1_labor,1.0723434135126168e-17
H_Magallo,2024_Q1_holidays,1.0723434179817742e-17
H_Magallo,2024_Q2_labor,1.0723433583234673e-17
H_Magallo,2024_Q2_holidays,1.0723434019093369e-17
H_Magallo,2024_Q3_labor,1.072343321239631e-17
H_Magallo,2024_Q3_holidays,1.0723433262812995e-17
H_Magallo,2024_Q4_labor,1.0723433517460086e-17
H_Magallo,2024_Q4_holidays,1.0723433570033217e-17
H_Mirolindo,2023_Q1_labor,1.0723433640985279e-17
H_Mirolindo,2023_Q1_holidays,1.0723433647867848e-17
H_Mirolindo,2023_Q2_labor,1.0723433397533648e-17
H_Mirolindo,2023_Q2_holidays,1.0723433415860425e-17
H_Mirolindo,2023_Q3_labor,1.0723433462443652e-17
H_Mirolindo,2023_Q3_holidays,1.0723433495570662e-17
H_Mirolindo,2023_Q4_labor,1.0723433508625682e-17
H_Mirolindo,2023_Q4_holidays,1.072343348472625e-17
H_Mirolindo,2024_Q1_labor,1.072343364237744e-17
H_Mirolindo,2024_Q1_holidays,1.0723433665620909e-17
H_Mirolindo,2024_Q2_labor,1.0723433397270864e-17
H_Mirolindo,2024_Q2_holidays,1.0723433431063864e-17
H_Mirolindo,2024_Q3_labor,1.0723433461835836e-17
H_Mirolindo,2024_Q3_holidays,1.0723433514643667e-17
H_Mirolindo,2024_Q4_labor,1.0723433507783163e-17
H_Mirolindo,2024_Q4_holidays,1.0723433509634697e-17
H_Mondomo,2023_Q1_labor,1.072343852517516e-17
H_Mondomo,2023_Q1_holidays,1.0723439166893128e-17
H_Mondomo,2023_Q2_labor,1.07234405315438e-17
H_Mondomo,2023_Q2_holidays,1.0723440993396186e-17
H_Mondomo,2023_Q3_labor,1.0723438616014661e-17
H_Mondomo,2023_Q3_holidays,1.0723438984036607e-17
H_Mondomo,2023_Q4_labor,1.072343949956542e-17
H_Mondomo,2023_Q4_holidays,1.072343971682276e-17
H_Mondomo,2024_Q1_labor,1.0723438536089781e-17
H_Mondomo,2024_Q1_holidays,1.0723439308317819e-17
H_Mondomo,2024_Q2_labor,1.0723440527995193e-17
H_Mondomo,2024_Q2_holidays,1.07234412144589e-17
H_Mondomo,2024_Q3_labor,1.0723438609741913e-17
H_Mondomo,2024_Q3_holidays,1.0723439131025928e-17
H_Mondomo,2024_Q4_labor,1.0723439490931615e-17
H_Mondomo,2024_Q4_holidays,1.0723440014195547e-17
H_Municipal,2023_Q1_labor,1.0723434246673562e-17
H_Municipal,2023_Q1_holidays,1.0723434264316291e-17
H_Municipal,2023_Q2_labor,1.0723434014782484e-17
H_Municipal,2023_Q2_holidays,1.0723434000186861e-17
H_Municipal,2023_Q3_labor,1.0723435701656217e-17
H_Municipal,2023_Q3_holidays,1.0723434910148557e-17
H_Municipal,2023_Q4_labor,1.0723434320367818e-17
H_Municipal,2023_Q4_holidays,1.0723434067345585e-17
H_Municipal,2024_Q1_labor,1.072343424955417e-17
H_Municipal,2024_Q1_holidays,1.0723434304233597e-17
H_Municipal,2024_Q2_labor,1.0723434014066344e-17
H_Municipal,2024_Q2_holidays,1.0723434037658857e-17
H_Municipal,2024_Q3_labor,1.0723435698669291e-17
H_Municipal,2024_Q3_holidays,1.0723434981864904e-17
H_Municipal,2024_Q4_labor,1.0723434318117092e-17
H_Municipal,2024_Q4_holidays,1.0723434129403063e-17
H_Naveta,2023_Q1_labor,1.0723433763328939e-17
H_Naveta,2023_Q1_holidays,1.0723433831360272e-17
H_Naveta,2023_Q2_labor,1.0723433320216564e-17
H_Naveta,2023_Q2_holidays,1.0723433347102922e-17
H_Naveta,2023_Q3_labor,1.0723433253890328e-17
H_Naveta,2023_Q3_holidays,1.0723433233543515e-17
H_Naveta,2023_Q4_labor,1.0723433325436164e-17
H_Naveta,2023_Q4_holidays,1.0723433354621393e-17
H_Naveta,2024_Q1_labor,1.0723433764534543e-17
H_Naveta,2024_Q1_holidays,1.0723433850593756e-17
H_Naveta,2024_Q2_labor,1.0723433319646861e-17
H_Naveta,2024_Q2_holidays,1.0723433362382589e-17
H_Naveta,2024_Q3_labor,1.0723433253099965e-17
H_Naveta,2024_Q3_holidays,1.072343324754737e-17
H_Naveta,2024_Q4_labor,1.0723433324515412e-17
H_Naveta,2024_Q4_holidays,1.0723433377086537e-17
H_Nima,2023_Q1_labor,1.0723434486967753e-17
H_Nima,2023_Q1_holidays,1.0723434479894612e-17
H_Nima,2023_Q2_labor,1.0723433499442233e-17
H_Nima,2023_Q2_holidays,1.072343334181913e-17
H_Nima,2023_Q3_labor,1.0723433554845825e-17
H_Nima,2023_Q3_holidays,1.0723433542001435e-17
H_Nima,2023_Q4_labor,1.0723434535480748e-17
H_Nima,2023_Q4_holidays,1.0723434649423301e-17
H_Nima,2024_Q1_labor,1.0723434490073035e-17
H_Nima,2024_Q1_holidays,1.0723434520303387e-17
H_Nima,2024_Q2_labor,1.0723433499225586e-17
H_Nima,2024_Q2_holidays,1.07234333555943e-17
H_Nima,2024_Q3_labor,1.0723433554264086e-17
H_Nima,2024_Q3_holidays,1.0723433561630101e-17
H_Nima,2024_Q4_labor,1.072343453341658e-17
H_Nima,2024_Q4_holidays,1.0723434732499599e-17
H_Niquia,2023_Q1_labor,1.0723433135556652e-17
H_Niquia,2023_Q1_holidays,1.0723433206998176e-17
H_Niquia,2023_Q2_labor,1.0723433139478372e-17
H_Niquia,2023_Q2_holidays,1.0723433150723983e-17
H_Niquia,2023_Q3_labor,1.0723433137203573e-17
H_Niquia,2023_Q3_holidays,1.072343315473798e-17
H_Niquia,2023_Q4_labor,1.0723433132240741e-17
H_Niquia,2023_Q4_holidays,1.0723433132726191e-17
H_Niquia,2024_Q1_labor,1.0723433135715125e-17
H_Niquia,2024_Q1_holidays,1.072343321396901e-17
H_Niquia,2024_Q2_labor,1.072343313920957e-17
H_Niquia,2024_Q2_holidays,1.0723433157165235e-17
H_Niquia,2024_Q3_labor,1.072343313686456e-17
H_Niquia,2024_Q3_holidays,1.0723433163070886e-17
H_Niquia,2024_Q4_labor,1.072343313189571e-17
H_Niquia,2024_Q4_holidays,1.0723433141135325e-17
H_Nuevoliba,2023_Q1_labor,1.0723433590283742e-17
H_Nuevoliba,2023_Q1_holidays,1.0723433504878482e-17
H_Nuevoliba,2023_Q2_labor,1.0723433413970776e-17
H_Nuevoliba,2023_Q2_holidays,1.0723433421029875e-17
H_Nuevoliba,2023_Q3_labor,1.0723433758526586e-17
H_Nuevoliba,2023_Q3_holidays,1.0723433646267065e-17
H_Nuevoliba,2023_Q4_labor,1.0723433690593547e-17
H_Nuevoliba,2023_Q4_holidays,1.0723433588540532e-17
H_Nuevoliba,2024_Q1_labor,1.0723433591625753e-17
H_Nuevoliba,2024_Q1_holidays,1.072343351983719e-17
H_Nuevoliba,2024_Q2_labor,1.0723433413744099e-17
H_Nuevoliba,2024_Q2_holidays,1.0723433436349663e-17
H_Nuevoliba,2024_Q3_labor,1.0723433757792392e-17
H_Nuevoliba,2024_Q3_holidays,1.0723433668529602e-17
H_Nuevoliba,2024_Q4_labor,1.0723433689708903e-17
H_Nuevoliba,2024_Q4_holidays,1.0723433616193179e-17
H_Oibita,2023_Q1_labor,2.5736239311274176e-16
H_Oibita,2023_Q1_holidays,2.5736239298603305e-16
H_Oibita,2023_Q2_labor,1.0723433123859692e-17
H_Oibita,2023_Q2_holidays,1.0723433248269528e-17
H_Oibita,2023_Q3_labor,1.0723433138852502e-17
H_Oibita,2023_Q3_holidays,1.0723433102146796e-17
H_Oibita,2023_Q4_labor,1.0723433116467598e-17
H_Oibita,2023_Q4_holidays,1.0723433113478665e-17
H_Oibita,2024_Q1_labor,2.573623931252311e-16
H_Oibita,2024_Q1_holidays,2.5736239318882917e-16
H_Oibita,2024_Q2_labor,1.0723433123538732e-17
H_Oibita,2024_Q2_holidays,1.0723433258546244e-17
H_Oibita,2024_Q3_labor,1.0723433138401153e-17
H_Oibita,2024_Q3_holidays,1.0723433107225977e-17
H_Oibita,2024_Q4_labor,1.0723433116076428e-17
H_Oibita,2024_Q4_holidays,1.0723433118971081e-17
H_Ovejas,2023_Q1_labor,1.0723434467361153e-17
H_Ovejas,2023_Q1_holidays,1.0723434960908268e-17
H_Ovejas,2023_Q2_labor,1.0723434793411654e-17
H_Ovejas,2023_Q2_holidays,1.0723434864197217e-17
H_Ovejas,2023_Q3_labor,1.0723433704826086e-17
H_Ovejas,2023_Q3_holidays,1.0723433694288592e-17
H_Ovejas,2023_Q4_labor,1.0723433922713308e-17
H_Ovejas,2023_Q4_holidays,1.0723433874637619e-17
H_Ovejas,2024_Q1_labor,1.0723434471325e-17
H_Ovejas,2024_Q1_holidays,1.0723435034879353e-17
H_Ovejas,2024_Q2_labor,1.0723434791766737e-17
H_Ovejas,2024_Q2_holidays,1.0723434948842205e-17
H_Ovejas,2024_Q3_labor,1.072343370371677e-17
H_Ovejas,2024_Q3_holidays,1.0723433714218156e-17
H_Ovejas,2024_Q4_labor,1.0723433919932998e-17
H_Ovejas,2024_Q4_holidays,1.0723433944000932e-17
H_PAGUA,2023_Q1_labor,1.0723433074736874e-17
H_PAGUA,2023_Q1_holidays,1.0723433073059862e-17
H_PAGUA,2023_Q2_labor,1.0723433074510196e-17
H_PAGUA,2023_Q2_holidays,1.0723433072275517e-17
H_PAGUA,2023_Q3_labor,1.072343307980803e-17
H_PAGUA,2023_Q3_holidays,1.0723433073075908e-17
H_PAGUA,2023_Q4_labor,1.0723433082504087e-17
H_PAGUA,2023_Q4_holidays,1.072343307941686e-17
H_PAGUA,2024_Q1_labor,1.0723433075422924e-17
H_PAGUA,2024_Q1_holidays,1.0723433082008607e-17
H_PAGUA,2024_Q2_labor,1.0723433074385824e-17
H_PAGUA,2024_Q2_holidays,1.0723433078217275e-17
H_PAGUA,2024_Q3_labor,1.0723433079450963e-17
H_PAGUA,2024_Q3_holidays,1.0723433078640541e-17
H_PAGUA,2024_Q4_labor,1.072343308202265e-17
H_PAGUA,2024_Q4_holidays,1.0723433096144858e-17
H_Pajarito,2023_Q1_labor,1.072343336853899e-17
H_Pajarito,2023_Q1_holidays,1.0723433428801101e-17
H_Pajarito,2023_Q2_labor,1.0723433278247125e-17
H_Pajarito,2023_Q2_holidays,1.0723433199786622e-17
H_Pajarito,2023_Q3_labor,1.0723433240450157e-17
H_Pajarito,2023_Q3_holidays,1.0723433238965721e-17
H_Pajarito,2023_Q4_labor,1.0723433359706591e-17
H_Pajarito,2023_Q4_holidays,1.0723433320970818e-17
H_Pajarito,2024_Q1_labor,1.072343336895022e-17
H_Pajarito,2024_Q1_holidays,1.0723433438295478e-17
H_Pajarito,2024_Q2_labor,1.072343327789407e-17
H_Pajarito,2024_Q2_holidays,1.0723433207228865e-17
H_Pajarito,2024_Q3_labor,1.0723433240010844e-17
H_Pajarito,2024_Q3_holidays,1.0723433249356777e-17
H_Pajarito,2024_Q4_labor,1.0723433359148925e-17
H_Pajarito,2024_Q4_holidays,1.0723433336134137e-17
H_PalmasSanGil,2023_Q1_labor,1.0723433605284576e-17
H_PalmasSanGil,2023_Q1_holidays,1.072343359375612e-17
H_PalmasSanGil,2023_Q2_labor,1.0723433613414875e-17
H_PalmasSanGil,2023_Q2_holidays,1.0723433618004593e-17
H_PalmasSanGil,2023_Q3_labor,1.0723433608937493e-17
H_PalmasSanGil,2023_Q3_holidays,1.0723433612393824e-17
H_PalmasSanGil,2023_Q4_labor,1.0723433237017898e-17
H_PalmasSanGil,2023_Q4_holidays,1.0723433228012985e-17
H_PalmasSanGil,2024_Q1_labor,1.0723433606245447e-17
H_PalmasSanGil,2024_Q1_holidays,1.0723433607683747e-17
H_PalmasSanGil,2024_Q2_labor,1.0723433612957508e-17
H_PalmasSanGil,2024_Q2_holidays,1.0723433633753665e-17
H_PalmasSanGil,2024_Q3_labor,1.0723433608319647e-17
H_PalmasSanGil,2024_Q3_holidays,1.0723433631529015e-17
H_PalmasSanGil,2024_Q4_labor,1.0723433236412089e-17
H_PalmasSanGil,2024_Q4_holidays,1.0723433242430074e-17
H_Pastales,2023_Q1_labor,1.072343648242779e-17
H_Pastales,2023_Q1_holidays,1.0723437157696034e-17
H_Pastales,2023_Q2_labor,1.0723434362981181e-17
H_Pastales,2023_Q2_holidays,1.072343429579638e-17
H_Pastales,2023_Q3_labor,1.0723433992903091e-17
H_Pastales,2023_Q3_holidays,1.0723433985862047e-17
H_Pastales,2023_Q4_labor,1.072343473132208e-17
H_Pastales,2023_Q4_holidays,1.0723434646540685e-17
H_Pastales,2024_Q1_labor,1.0723436490754677e-17
H_Pastales,2024_Q1_holidays,1.0723437271431967e-17
H_Pastales,2024_Q2_labor,1.072343436124399e-17
H_Pastales,2024_Q2_holidays,1.0723434366555866e-17
H_Pastales,2024_Q3_labor,1.072343399031335e-17
H_Pastales,2024_Q3_holidays,1.0723434047201378e-17
H_Pastales,2024_Q4_labor,1.072343472670829e-17
H_Pastales,2024_Q4_holidays,1.0723434784170032e-17
H_PaticoCab,2023_Q1_labor,1.0723436779240906e-17
H_PaticoCab,2023_Q1_holidays,1.0723437233283951e-17
H_PaticoCab,2023_Q2_labor,1.0723435213108043e-17
H_PaticoCab,2023_Q2_holidays,1.0723434984039402e-17
H_PaticoCab,2023_Q3_labor,1.0723435001501593e-17
H_PaticoCab,2023_Q3_holidays,1.072343537159172e-17
H_PaticoCab,2023_Q4_labor,1.0723436252761362e-17
H_PaticoCab,2023_Q4_holidays,1.0723435620896844e-17
H_PaticoCab,2024_Q1_labor,1.0723436786448447e-17
H_PaticoCab,2024_Q1_holidays,1.0723437330737219e-17
H_PaticoCab,2024_Q2_labor,1.0723435211918488e-17
H_PaticoCab,2024_Q2_holidays,1.0723435048540182e-17
H_PaticoCab,2024_Q3_labor,1.0723434999206735e-17
H_PaticoCab,2024_Q3_holidays,1.0723435454268826e-17
H_PaticoCab,2024_Q4_labor,1.072343624844446e-17
H_PaticoCab,2024_Q4_holidays,1.0723435741966698e-17
H_Pocune,2023_Q1_labor,1.0723435597135827e-17
H_Pocune,2023_Q1_holidays,1.072343586427425e-17
H_Pocune,2023_Q2_labor,1.0723436722693898e-17
H_Pocune,2023_Q2_holidays,1.0723436599002208e-17
H_Pocune,2023_Q3_labor,1.0723434555729267e-17
H_Pocune,2023_Q3_holidays,1.0723434461786492e-17
H_Pocune,2023_Q4_labor,1.0723433958036883e-17
H_Pocune,2023_Q4_holidays,1.072343390267943e-17
H_Pocune,2024_Q1_labor,1.0723435599430686e-17
H_Pocune,2024_Q1_holidays,1.0723435921846323e-17
H_Pocune,2024_Q2_labor,1.0723436719773169e-17
H_Pocune,2024_Q2_holidays,1.0723436677276153e-17
H_Pocune,2024_Q3_labor,1.0723434553071323e-17
H_Pocune,2024_Q3_holidays,1.0723434511186137e-17
H_Pocune,2024_Q4_labor,1.0723433955770108e-17
H_Pocune,2024_Q4_holidays,1.072343393908825e-17
H_Porce3Meno,2023_Q1_labor,1.0723433466949119e-17
H_Porce3Meno,2023_Q1_holidays,1.0723433607477128e-17
H_Porce3Meno,2023_Q2_labor,1.072343340375023e-17
H_Porce3Meno,2023_Q2_holidays,1.0723433509261582e-17
H_Porce3Meno,2023_Q3_labor,1.0723433355722685e-17
H_Porce3Meno,2023_Q3_holidays,1.0723433525536223e-17
H_Porce3Meno,2023_Q4_labor,1.0723433243675798e-17
H_Porce3Meno,2023_Q4_holidays,1.0723433239278657e-17
H_Porce3Meno,2024_Q1_labor,1.0723433467231964e-17
H_Porce3Meno,2024_Q1_holidays,1.0723433621320503e-17
H_Porce3Meno,2024_Q2_labor,1.0723433402767292e-17
H_Porce3Meno,2024_Q2_holidays,1.0723433524914365e-17
H_Porce3Meno,2024_Q3_labor,1.0723433354037648e-17
H_Porce3Meno,2024_Q3_holidays,1.0723433544350456e-17
H_Porce3Meno,2024_Q4_labor,1.0723433240975728e-17
H_Porce3Meno,2024_Q4_holidays,1.07234332612082e-17
H_Puente_Gui,2023_Q1_labor,1.0723436669729598e-17
H_Puente_Gui,2023_Q1_holidays,1.0723437959309899e-17
H_Puente_Gui,2023_Q2_labor,1.072343323497379e-17
H_Puente_Gui,2023_Q2_holidays,1.072343331723766e-17
H_Puente_Gui,2023_Q3_labor,1.0723434617856955e-17
H_Puente_Gui,2023_Q3_holidays,1.072343405742393e-17
H_Puente_Gui,2023_Q4_labor,1.0723434577795218e-17
H_Puente_Gui,2023_Q4_holidays,1.0723434388086216e-17
H_Puente_Gui,2024_Q1_labor,1.0723436673619224e-17
H_Puente_Gui,2024_Q1_holidays,1.0723438065866377e-17
H_Puente_Gui,2024_Q2_labor,1.0723433233790253e-17
H_Puente_Gui,2024_Q2_holidays,1.0723433327006858e-17
H_Puente_Gui,2024_Q3_labor,1.0723434616629286e-17
H_Puente_Gui,2024_Q3_holidays,1.0723434086354398e-17
H_Puente_Gui,2024_Q4_labor,1.0723434576210483e-17
H_Puente_Gui,2024_Q4_holidays,1.0723434436390588e-17
H_Remedios,2023_Q1_labor,1.0723436016842247e-17
H_Remedios,2023_Q1_holidays,1.0723436164298965e-17
H_Remedios,2023_Q2_labor,1.0723439488412084e-17
H_Remedios,2023_Q2_holidays,1.0723439464041245e-17
H_Remedios,2023_Q3_labor,1.0723434774208259e-17
H_Remedios,2023_Q3_holidays,1.0723434837441249e-17
H_Remedios,2023_Q4_labor,1.0723435018225578e-17
H_Remedios,2023_Q4_holidays,1.0723434850614622e-17
H_Remedios,2024_Q1_labor,1.0723436019879325e-17
H_Remedios,2024_Q1_holidays,1.0723436234741505e-17
H_Remedios,2024_Q2_labor,1.0723439483968805e-17
H_Remedios,2024_Q2_holidays,1.0723439592842206e-17
H_Remedios,2024_Q3_labor,1.0723434770757946e-17
H_Remedios,2024_Q3_holidays,1.0723434908912864e-17
H_Remedios,2024_Q4_labor,1.0723435014504457e-17
H_Remedios,2024_Q4_holidays,1.0723434948091963e-17
H_RioBobo,2023_Q1_labor,1.0723433489097315e-17
H_RioBobo,2023_Q1_holidays,1.072343350732379e-17
H_RioBobo,2023_Q2_labor,1.0723433251513222e-17
H_RioBobo,2023_Q2_holidays,1.0723433479043265e-17
H_RioBobo,2023_Q3_labor,1.0723433431154134e-17
H_RioBobo,2023_Q3_holidays,1.072343393871714e-17
H_RioBobo,2023_Q4_labor,1.0723435663825148e-17
H_RioBobo,2023_Q4_holidays,1.0723436542208463e-17
H_RioBobo,2024_Q1_labor,1.0723433490240733e-17
H_RioBobo,2024_Q1_holidays,1.0723433522258426e-17
H_RioBobo,2024_Q2_labor,1.0723433251288551e-17
H_RioBobo,2024_Q2_holidays,1.0723433495602758e-17
H_RioBobo,2024_Q3_labor,1.0723433430574402e-17
H_RioBobo,2024_Q3_holidays,1.072343396770177e-17
H_RioBobo,2024_Q4_labor,1.07234356600619e-17
H_RioBobo,2024_Q4_holidays,1.0723436693193728e-17
H_RioCali,2023_Q1_labor,1.0723433954189383e-17
H_RioCali,2023_Q1_holidays,1.072343389731941e-17
H_RioCali,2023_Q2_labor,1.0723433845466432e-17
H_RioCali,2023_Q2_holidays,1.0723433637264156e-17
H_RioCali,2023_Q3_labor,1.0723435438810623e-17
H_RioCali,2023_Q3_holidays,1.0723435669622476e-17
H_RioCali,2023_Q4_labor,1.0723435971235938e-17
H_RioCali,2023_Q4_holidays,1.0723436069836636e-17
H_RioCali,2024_Q1_labor,1.0723433956333792e-17
H_RioCali,2024_Q1_holidays,1.0723433924434451e-17
H_RioCali,2024_Q2_labor,1.0723433844962927e-17
H_RioCali,2024_Q2_holidays,1.0723433662176614e-17
H_RioCali,2024_Q3_labor,1.0723435436238938e-17
H_RioCali,2024_Q3_holidays,1.0723435759988562e-17
H_RioCali,2024_Q4_labor,1.072343596727209e-17
H_RioCali,2024_Q4_holidays,1.0723436212013575e-17
H_RioFrioI,2023_Q1_labor,1.0723435279885628e-17
H_RioFrioI,2023_Q1_holidays,1.0723435310996612e-17
H_RioFrioI,2023_Q2_labor,1.0723434734481523e-17
H_RioFrioI,2023_Q2_holidays,1.0723434771510194e-17
H_RioFrioI,2023_Q3_labor,1.0723437217952127e-17
H_RioFrioI,2023_Q3_holidays,1.0723437433392035e-17
H_RioFrioI,2023_Q4_labor,1.0723434897745487e-17
H_RioFrioI,2023_Q4_holidays,1.072343486329452e-17
H_RioFrioI,2024_Q1_labor,1.0723435284365016e-17
H_RioFrioI,2024_Q1_holidays,1.0723435371124322e-17
H_RioFrioI,2024_Q2_labor,1.0723434733572807e-17
H_RioFrioI,2024_Q2_holidays,1.07234348273872e-17
H_RioFrioI,2024_Q3_labor,1.0723437213585075e-17
H_RioFrioI,2024_Q3_holidays,1.0723437579498719e-17
H_RioFrioI,2024_Q4_labor,1.0723434895109608e-17
H_RioFrioI,2024_Q4_holidays,1.0723434951782994e-17
H_RioFrioII,2023_Q1_labor,1.072343340187663e-17
H_RioFrioII,2023_Q1_holidays,1.0723433425924504e-17
H_RioFrioII,2023_Q2_labor,1.072343337529719e-17
H_RioFrioII,2023_Q2_holidays,1.0723433373108647e-17
H_RioFrioII,2023_Q3_labor,1.0723433640728511e-17
H_RioFrioII,2023_Q3_holidays,1.072343357503617e-17
H_RioFrioII,2023_Q4_labor,1.0723433434443966e-17
H_RioFrioII,2023_Q4_holidays,1.0723433421116132e-17
H_RioFrioII,2024_Q1_labor,1.0723433402997982e-17
H_RioFrioII,2024_Q1_holidays,1.0723433439795962e-17
H_RioFrioII,2024_Q2_labor,1.0723433375108625e-17
H_RioFrioII,2024_Q2_holidays,1.0723433387949002e-17
H_RioFrioII,2024_Q3_labor,1.0723433640080574e-17
H_RioFrioII,2024_Q3_holidays,1.0723433595637744e-17
H_RioFrioII,2024_Q4_labor,1.072343343379603e-17
H_RioFrioII,2024_Q4_holidays,1.0723433443627415e-17
H_RioFrioTam,2023_Q1_labor,1.0723439289485532e-17
H_RioFrioTam,2023_Q1_holidays,1.0723439221682883e-17
H_RioFrioTam,2023_Q2_labor,1.0723435063803803e-17
H_RioFrioTam,2023_Q2_holidays,1.0723435336791709e-17
H_RioFrioTam,2023_Q3_labor,1.0723435009810426e-17
H_RioFrioTam,2023_Q3_holidays,1.0723435702270053e-17
H_RioFrioTam,2023_Q4_labor,1.072343448204504e-17
H_RioFrioTam,2023_Q4_holidays,1.0723434511481019e-17
H_RioFrioTam,2024_Q1_labor,1.0723439294602826e-17
H_RioFrioTam,2024_Q1_holidays,1.0723439323212336e-17
H_RioFrioTam,2024_Q2_labor,1.0723435061697507e-17
H_RioFrioTam,2024_Q2_holidays,1.072343539235578e-17
H_RioFrioTam,2024_Q3_labor,1.0723435007048171e-17
H_RioFrioTam,2024_Q3_holidays,1.0723435771071687e-17
H_RioFrioTam,2024_Q4_labor,1.0723434479244671e-17
H_RioFrioTam,2024_Q4_holidays,1.0723434580082053e-17
H_RioGrande,2023_Q1_labor,1.0723435237045588e-17
H_RioGrande,2023_Q1_holidays,1.0723440021669887e-17
H_RioGrande,2023_Q2_labor,1.0723433369602167e-17
H_RioGrande,2023_Q2_holidays,1.0723435115873428e-17
H_RioGrande,2023_Q3_labor,1.0723434744643897e-17
H_RioGrande,2023_Q3_holidays,1.0723435344081497e-17
H_RioGrande,2023_Q4_labor,1.0723434248832013e-17
H_RioGrande,2023_Q4_holidays,1.0723437293078667e-17
H_RioGrande,2024_Q1_labor,1.0723435246884996e-17
H_RioGrande,2024_Q1_holidays,1.0723440237990427e-17
H_RioGrande,2024_Q2_labor,1.0723433363170946e-17
H_RioGrande,2024_Q2_holidays,1.0723435348701305e-17
