var_cap_id,timepoint_id,gen_max_capacity_factor
SolarAntioquia,98,0.0
SolarAntioquia,99,0.0
SolarCaribe,1,0.0
SolarCaribe,10,0.7032539471449163
SolarCaribe,100,0.0
SolarCaribe,101,0.0
SolarCaribe,102,0.0032230681190698798
SolarCaribe,103,0.07368315095228661
SolarCaribe,104,0.2134220013205392
SolarCaribe,105,0.36962162684886635
SolarCaribe,106,0.5145122083971622
SolarCaribe,107,0.6277198226411219
SolarCaribe,108,0.6897739004970935
SolarCaribe,109,0.6861382396820171
SolarCaribe,11,0.8481704998855603
SolarCaribe,110,0.6172481236530448
SolarCaribe,111,0.49598313383371334
SolarCaribe,112,0.3450604424367757
SolarCaribe,113,0.19089274147654442
SolarCaribe,114,0.05905937153546779
SolarCaribe,115,0.0008427785884083922
SolarCaribe,116,0.0
SolarCaribe,117,0.0
SolarCaribe,118,0.0
SolarCaribe,119,0.0
SolarCaribe,12,0.9129153421575151
SolarCaribe,120,0.0
SolarCaribe,121,0.0
SolarCaribe,122,0.0
SolarCaribe,123,0.0
SolarCaribe,124,0.0
SolarCaribe,125,0.0
SolarCaribe,126,0.0032626990276629075
SolarCaribe,127,0.07426359022165056
SolarCaribe,128,0.215057308500592
SolarCaribe,129,0.3730261310414751
SolarCaribe,13,0.9059196275883618
SolarCaribe,130,0.5199979158172799
SolarCaribe,131,0.634998602980407
SolarCaribe,132,0.69850226211357
SolarCaribe,133,0.6953925205748123
SolarCaribe,134,0.6262237391346994
SolarCaribe,135,0.5035630258615628
SolarCaribe,136,0.34987686039962834
SolarCaribe,137,0.1933610143108979
SolarCaribe,138,0.05968439473286949
SolarCaribe,139,0.0008516539770989771
SolarCaribe,14,0.8186180650697875
SolarCaribe,140,0.0
SolarCaribe,141,0.0
SolarCaribe,142,0.0
SolarCaribe,143,0.0
SolarCaribe,144,0.0
SolarCaribe,145,0.0
SolarCaribe,146,0.0
SolarCaribe,147,0.0
SolarCaribe,148,0.0
SolarCaribe,149,0.0
SolarCaribe,15,0.6562918469503244
SolarCaribe,150,0.00014824321263031255
SolarCaribe,151,0.04169172821507535
SolarCaribe,152,0.17126724326639683
SolarCaribe,153,0.3261221972724259
SolarCaribe,154,0.4697479433616713
SolarCaribe,155,0.5822632990399159
SolarCaribe,156,0.6447516494584312
SolarCaribe,157,0.6417813897645996
SolarCaribe,158,0.5740759717708682
SolarCaribe,159,0.4551289091470036
SolarCaribe,16,0.44809918439909974
SolarCaribe,160,0.3073935620338564
SolarCaribe,161,0.15713458627861562
SolarCaribe,162,0.03530489881918843
SolarCaribe,163,2.47915917000427e-06
SolarCaribe,164,0.0
