,Values_Code,Values_Name,Values_Type,Values_Disp,Values_RecType,Values_EnerSource,Values_OperStartdate,Values_State,Value
469,ALBG,ALBAN,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2000-12-15,OPERACION,427000.0
470,ALTG,ALTO TULUA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2012-05-28,OPERACION,19900.0
471,AMA1,AMAIME,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2011-01-06,OPERACION,19170.0
472,AMF1,AMALFI,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2007-08-05,OPERACION,810.0
473,AMR1,AMERICA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1997-01-01,OPERACION,410.0
474,ARG1,AUTOG ARGOS CARTAGENA,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GAS,2016-03-15,OPERACION,16000.0
475,ASN1,ASNAZU,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1934-01-01,OPERACION,450.0
476,AYR1,AUTOG AYURA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,AGUA,1983-10-26,OPERACION,16700.0
477,BAR1,BARROSO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2012-11-30,OPERACION,19900.0
478,BLL3,BELLO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1997-01-01,OPERACION,350.0
479,BLM1,BELMONTE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1939-01-01,OPERACION,3400.0
480,BSQ1,EL BOSQUE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1935-01-01,OPERACION,2280.0
481,BYN1,BAYONA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1943-01-01,OPERACION,600.0
482,CAS1,CENTRAL CASTILLA 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2004-08-15,OPERACION,3000.0
483,CCN1,COCONUCO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2000-09-27,OPERACION,4500.0
484,CGM1,MAYAGUEZ 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2010-08-17,OPERACION,19900.0
485,CHBG,BETANIA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1987-11-01,OPERACION,540000.0
486,CHVR,CHIVOR,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1977-05-23,OPERACION,1000000.0
487,CIP1,INGENIO PROVIDENCIA 2,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2009-05-18,OPERACION,19900.0
488,CIS1,INGENIO SAN CARLOS 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2011-07-23,OPERACION,2000.0
489,CLDR,CALDERAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2006-06-30,OPERACION,19900.0
490,CLL1,CARLOS LLERAS,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO AGUA ESPECIAL,AGUA,2015-11-22,OPERACION,78000.0
491,CLMG,CALIMA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1967-01-01,OPERACION,132000.0
492,CMN1,AUTOG CEMENTOS DEL NARE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,AGUA,2004-09-01,OPERACION,9000.0
493,CMP2,CAMPESTRE (EPM),HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1997-01-01,OPERACION,870.0
494,COE1,COELLO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2016-12-10,OPERACION,1200.0
495,CPT1,CAMPESTRE (CALARCA),HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1956-01-01,OPERACION,700.0
496,CQT1,CHARQUITO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2003-08-22,OPERACION,19400.0
497,CRC1,CARACOLI,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1935-01-01,OPERACION,3750.0
498,CSC1,CASCADA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1954-01-01,OPERACION,3000.0
499,CTG1,CARTAGENA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,COMBUSTOLEO,1995-07-20,OPERACION,52000.0
500,CTG2,CARTAGENA 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,COMBUSTOLEO,1980-01-01,OPERACION,60000.0
501,CTG3,CARTAGENA 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,COMBUSTOLEO,1980-01-01,OPERACION,66000.0
502,CUC1,CUCUANA,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2015-07-29,OPERACION,56000.0
503,CUR1,CURRUCUCUES,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2010-08-18,OPERACION,1250.0
504,DVS1,DARIO VALENCIA SAMPER,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2013-11-10,OPERACION,150000.0
505,EPFV,EL PASO,SOLAR,DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-03-23,OPERACION,68000.0
506,ESMR,ESMERALDA,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1963-01-01,OPERACION,30000.0
507,FLRD,FLORIDA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1975-01-01,OPERACION,19900.0
508,GCA1,CARUQUIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2010-01-28,OPERACION,9500.0
509,GCC1,GUACAICA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1992-01-01,OPERACION,860.0
510,GE32,GECELCA 32,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,2018-09-28,OPERACION,270000.0
511,GEC3,GECELCA 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,2015-09-17,OPERACION,164000.0
512,GQA1,GUANAQUITAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2010-06-30,OPERACION,9500.0
513,GTPE,GUATAPE,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1972-01-01,OPERACION,560000.0
514,GTRG,GUATRON,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1966-01-01,OPERACION,512000.0
515,GVIO,GUAVIO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1993-03-19,OPERACION,1250000.0
516,HMIN,ESCUELA DE MINAS,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2019-09-30,OPERACION,55000.0
517,HMLG,MIEL I,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2002-12-01,OPERACION,396000.0
518,HMO1,HIDROMONTAÑITAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2012-06-14,OPERACION,19900.0
519,HRD1,LA HERRADURA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2004-09-03,OPERACION,19800.0
520,INC1,INCAUCA 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,1998-10-21,OPERACION,60000.0
521,INS1,INSULA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1995-07-20,OPERACION,19000.0
522,INT1,INTERMEDIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1974-01-01,OPERACION,960.0
523,INZ1,INZA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2009-02-05,OPERACION,750.0
524,IQU1,IQUIRA I,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1955-01-01,OPERACION,4320.0
525,IQU2,IQUIRA II,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1965-01-01,OPERACION,1380.0
526,IRG1,INGENIO RISARALDA 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2003-08-15,OPERACION,19900.0
527,JAGS,JAGUAS,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1988-07-01,OPERACION,170000.0
528,JPR1,JEPIRACHI 1 - 15,EOLICA,NO DESPACHADO CENTRALMENTE,NORMAL,VIENTO,2004-04-27,OPERACION,18420.0
529,LBR1,NUEVO LIBARE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1994-01-01,OPERACION,5100.0
530,LCS1,LA CASCADA (ANTIOQUIA),HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2007-07-17,OPERACION,2300.0
531,LMR1,EL LIMONAR,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2003-12-06,OPERACION,18000.0
532,LPLO,RIO PALO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1960-01-01,OPERACION,1440.0
533,LTSJ,LA TASAJERA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1994-05-20,OPERACION,306000.0
534,MIR1,MIROLINDO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2004-11-03,OPERACION,3750.0
535,MNC1,MUNICIPAL,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1935-01-01,OPERACION,1400.0
536,MND1,MONDOMO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1958-01-01,OPERACION,750.0
537,MNT1,MANANTIALES,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1992-01-01,OPERACION,3150.0
538,MOY1,AMOYA LA ESPERANZA,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2013-05-24,OPERACION,80000.0
539,MRL1,MERILECTRICA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,1998-02-05,OPERACION,164000.0
540,NAV1,LA NAVETA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2014-11-27,OPERACION,4800.0
541,NIM1,NIMA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1942-01-01,OPERACION,6700.0
542,NQU1,NIQUIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1993-06-28,OPERACION,19000.0
543,NTB1,NUTIBARA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1997-01-01,OPERACION,750.0
544,OVJ1,OVEJAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1939-01-01,OPERACION,820.0
545,PES1,ITUANGO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2022-12-01,OPERACION,1200000.0
546,PGUG,PAGUA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1986-12-01,OPERACION,600000.0
547,PJR1,PAJARITO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1999-11-25,OPERACION,13200.0
548,PLM1,PALMAS SAN GIL,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1954-01-01,OPERACION,15000.0
549,PLU1,URRAO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2007-07-30,OPERACION,1030.0
550,PLYS,PLAYAS,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1988-08-01,OPERACION,207000.0
551,PMR1,REMEDIOS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2007-09-19,OPERACION,750.0
552,PNC1,COGENERADOR PROENCA,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2014-04-29,OPERACION,19900.0
553,PPA1,PAIPA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1963-01-01,OPERACION,36000.0
554,PPA2,PAIPA 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1975-01-01,OPERACION,72000.0
555,PPA3,PAIPA 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1982-05-06,OPERACION,70000.0
556,PPA4,PAIPA 4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1999-01-08,OPERACION,165000.0
557,PRC2,PORCE II,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2001-04-08,OPERACION,405000.0
558,PRC3,PORCE III,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2011-02-09,OPERACION,700000.0
559,PRD4,PRADO IV,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1973-03-01,OPERACION,5000.0
560,PRDO,PRADO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1973-03-01,OPERACION,51000.0
561,PRG1,PROELECTRICA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,1993-07-01,OPERACION,45000.0
562,PRG2,PROELECTRICA 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,1993-07-01,OPERACION,45000.0
563,PRV1,PROVIDENCIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2015-09-30,OPERACION,4900.0
564,PST1,PASTALES,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2004-02-18,OPERACION,700.0
565,PTA1,LA PITA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1965-01-01,OPERACION,1420.0
566,PTC1,PATICO - LA CABRERA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1930-01-01,OPERACION,1480.0
567,PTG1,PUENTE GUILLERMO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2001-09-01,OPERACION,4200.0
568,QUI1,EL QUIMBO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2015-11-16,OPERACION,400000.0
569,RBB1,RIO BOBO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1960-01-01,OPERACION,4000.0
570,RCIO,RIO RECIO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1958-11-01,OPERACION,984.0
571,RCL1,RIO CALI,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1925-01-01,OPERACION,1800.0
572,RFR1,RIO FRIO I,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1954-01-01,OPERACION,1670.0
573,RFR2,RIO FRIO II,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1996-01-01,OPERACION,10000.0
574,RGR1,RIO GRANDE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2007-12-01,OPERACION,300.0
575,RGRN,RIOGRANDE I,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1956-01-01,OPERACION,19000.0
576,RMR1,RUMOR,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1999-01-01,OPERACION,2500.0
577,RMYO,RIO MAYO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1995-07-20,OPERACION,19800.0
578,RNG1,RIONEGRO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1975-01-01,OPERACION,10200.0
579,RPD1,RIO PIEDRAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2000-03-31,OPERACION,19900.0
580,RPL1,INGENIO RIOPAILA 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,BAGAZO,2018-05-21,OPERACION,16000.0
581,SBA1,SUBA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2013-04-15,OPERACION,2600.0
582,SFC1,SAN FRANCISCO (PUTUMAYO),HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2012-12-15,OPERACION,468.0
583,SJM1,SAN JOSE DE LA MONTAÑA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2007-07-30,OPERACION,400.0
584,SJN1,SAJANDI,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1995-01-01,OPERACION,3200.0
585,SJOG,SAN JOSE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,2003-11-16,OPERACION,380.0
586,SLV1,SILVIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1994-01-01,OPERACION,380.0
587,SLVJ,SALVAJINA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1995-07-20,OPERACION,315000.0
588,SMI1,SAN MIGUEL,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,2015-12-23,OPERACION,50000.0
589,SNC1,SAN CANCIO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1929-01-01,OPERACION,2000.0
590,SNCR,SAN CARLOS,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,1984-01-20,OPERACION,1240000.0
591,SNFR,SAN FRANCISCO,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,AGUA,1969-01-01,OPERACION,135000.0
592,SNS1,SONSON,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2002-06-01,OPERACION,18500.0
593,SNT1,SANTA ANA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2005-06-09,OPERACION,8000.0
594,SOG1,SOGAMOSO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2014-12-20,OPERACION,819000.0
595,SPY1,RIO SAPUYES,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1954-01-01,OPERACION,1650.0
596,SRA1,SANTA RITA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2010-08-18,OPERACION,1300.0
597,STG1,SANTIAGO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2011-01-08,OPERACION,2800.0
598,SUV1,SUEVA 2,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2002-05-24,OPERACION,6000.0
599,TBQ3,BARRANQUILLA 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,1980-01-01,OPERACION,60000.0
600,TBQ4,BARRANQUILLA 4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,1980-01-01,OPERACION,60000.0
601,TBST,TEBSAB CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,GAS,1989-10-21,OPERACION,791000.0
602,TCBE,TERMOCARIBE III 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GLP,2024-03-21,OPERACION,52000.0
603,TCDT,TERMOCANDELARIA CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,GAS,2023-10-27,OPERACION,555000.0
604,TDR1,TERMODORADA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,JET-A1,1997-08-11,OPERACION,50000.0
605,TEC1,TERMOEMCALI CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,ACPM,1999-07-16,OPERACION,229000.0
606,TFL1,FLORES I CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,GAS,1993-11-01,OPERACION,160000.0
607,TFL4,FLORES 4 CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,GAS,2010-12-01,OPERACION,445000.0
608,TGJ1,GUAJIRA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1983-08-08,OPERACION,145000.0
609,TGJ2,GUAJIRA 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1987-11-23,OPERACION,130000.0
610,TMB1,TERMOBOLIVAR 1,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,GAS,2016-03-04,OPERACION,9700.0
611,TMS1,RIOFRIO (TAMESIS),HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1951-01-01,OPERACION,1000.0
612,TPD1,TERMOPIEDRAS,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,GAS,1999-12-30,OPERACION,3750.0
613,TR2G,TRINA-VATIA BSLII,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2021-01-22,OPERACION,19900.0
614,TR3G,TRINA-VATIA BSLIII,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2020-11-30,OPERACION,19900.0
615,TRM1,TERMOCENTRO CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,GAS,2000-11-30,OPERACION,272000.0
616,TRN1,TERMONORTE,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,COMBUSTOLEO,2018-12-01,OPERACION,88000.0
617,TSJ1,TASAJERO 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1985-02-20,OPERACION,165000.0
618,TSJ2,TASAJERO 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,2015-11-30,OPERACION,170000.0
619,TSR1,TERMOSIERRA CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,ACPM,1998-02-07,OPERACION,433000.0
620,TUJ1,TUNJITA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2016-06-30,OPERACION,19700.0
621,TVL1,TERMOVALLE CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,ACPM,2011-12-17,OPERACION,241000.0
622,TYP1,TERMOYOPAL 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,2005-03-11,OPERACION,8000.0
623,TYP2,TERMOYOPAL 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,2004-07-29,OPERACION,28000.0
624,TYP3,TERMOYOPAL G3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,2020-08-31,OPERACION,50000.0
625,TYP4,TERMOYOPAL G4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,2020-08-31,OPERACION,50000.0
626,TYP5,TERMOYOPAL G5,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GAS,2021-02-11,OPERACION,50000.0
627,UNN1,UNION,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,AGUA,1935-01-01,OPERACION,700.0
628,URA1,URRA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,AGUA,2000-02-14,OPERACION,338000.0
629,USQ1,USAQUEN,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2013-04-15,OPERACION,1800.0
630,VLT1,LA VUELTA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2004-11-22,OPERACION,11600.0
631,VNTA,VENTANA A,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1957-11-01,OPERACION,2500.0
632,VNTB,VENTANA B,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,1957-11-01,OPERACION,2500.0
633,ZPA2,ZIPAEMG 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1964-01-01,OPERACION,36000.0
634,ZPA3,ZIPAEMG 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1976-01-01,OPERACION,63000.0
635,ZPA4,ZIPAEMG 4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1981-04-01,OPERACION,64000.0
636,ZPA5,ZIPAEMG 5,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,CARBON,1985-12-14,OPERACION,63000.0
